age,job,marital,education,default,housing,loan,contact,month,day_of_week,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,Probability,name,balance,income,outflow_factor,outflow,Product,Email,Language,customer_since_years,Phone,Email_propensity,Call_propensity,Text_propensity
22,student,single,3,0,0,0,1,8,4,2,3,1,1,-2.9,92.201,-31.4,0.873,5076.2,0.6538433204363813,Emily Peters,120054,2462.43,0.5154320787334699,1269.22,L001,emily.peters@hotmail.com,German,4.0,001-741-446-2144x911,0.88,0.59,0.68
45,admin.,divorced,3,0,0,0,1,7,1,1,999,0,-999,1.4,93.918,-42.7,4.962,5228.1,0.0609294099443628,Michael Adams,189673,4675.05,1.9009042411761896,8886.82,L002,michael.adams@gmail.com,English,24.0,001-993-936-1901x4957,0.63,0.42,0.32
48,admin.,divorced,5,0,1,0,1,8,4,6,999,0,-999,1.4,93.444,-36.1,4.962,5228.1,0.0520227924932743,Joshua Smith,38255,989.22,0.6595314562166603,652.42,L002,joshua.smith@yahoo.com,English,30.0,579.895.2703,0.82,0.68,0.46
55,retired,married,3,0,0,0,1,5,2,1,999,0,-999,-1.8,92.893,-46.2,1.266,5099.1,0.1406895640435182,Travis Barnes,59580,3614.38,0.877689049563906,3172.3,CC003,travis.barnes@yahoo.com,English,30.0,(872)291-7162x2767,0.98,0.69,0.66
43,technician,single,4,0,1,0,0,5,5,3,999,0,-999,1.1,93.994,-36.4,4.857,5191.0,0.0349568007622791,Mark Ferguson,135872,1241.82,1.2177470868899567,1512.22,L002,mark.ferguson@gmail.com,English,23.0,+1-998-213-5104x61994,0.95,0.79,0.81
48,blue-collar,divorced,4,0,0,0,1,11,1,1,999,0,-999,-0.1,93.2,-42.0,4.191,5195.8,0.0575467601413122,Kelly Norris,151194,3536.05,0.609752680233898,2156.12,L001,kelly.norris@hotmail.com,English,25.0,+1-858-862-9010x561,0.62,0.78,0.35
27,unemployed,married,2,0,0,0,0,5,4,14,999,0,-999,1.1,93.994,-36.4,4.86,5191.0,0.0294215060107798,Colleen Gilbert,65711,3859.17,1.0254998553741617,3957.58,L001,colleen.gilbert@gmail.com,English,9.0,687-824-4107x632,0.65,0.76,0.7
37,blue-collar,single,1,0,0,0,1,7,2,3,999,0,-999,1.4,93.918,-42.7,4.962,5228.1,0.0610646731863685,George Wiley,153508,3143.31,1.676672930820132,5270.3,L001,george.wiley@hotmail.com,German,19.0,+1-609-549-4633x38458,0.83,0.8,0.49
29,blue-collar,married,1,0,0,0,1,11,3,2,999,0,-999,-0.1,93.2,-42.0,4.12,5195.8,0.0606998904785058,Tammy Mann,128191,3570.94,0.3282284483423346,1172.08,CC003,tammy.mann@yahoo.com,English,11.0,402.550.9509x2927,0.88,0.46,0.38
44,self-employed,single,4,0,1,0,1,5,1,5,999,1,0,-1.8,92.893,-46.2,1.354,5099.1,0.1308396930819235,Stephanie Hill,93862,1753.37,0.4604787805865692,807.39,L002,stephanie.hill@hotmail.com,German,25.0,823.284.4170,0.71,0.41,0.24
39,admin.,single,3,0,0,0,0,6,4,1,999,0,-999,1.4,94.465,-41.8,4.961,5228.1,0.0462803978279218,Leslie Thompson,129055,4253.6,1.6212478560183297,6896.14,L002,leslie.thompson@gmail.com,German,21.0,(705)650-4865,0.97,0.75,0.74
28,admin.,single,5,0,0,1,1,7,4,1,999,0,-999,1.4,93.918,-42.7,4.963,5228.1,0.0749803253573279,Andrew Williams,134073,3804.15,0.983959073469636,3743.13,L002,andrew.williams@hotmail.com,German,10.0,+1-990-256-8439x13688,0.75,0.54,0.34
57,technician,married,3,0,0,0,0,5,3,1,999,0,-999,1.1,93.994,-36.4,4.858,5191.0,0.0369073056353266,Jennifer Ray,191004,1314.02,0.7378973773533468,969.61,L002,jennifer.ray@gmail.com,German,29.0,+1-525-869-9507,0.7,0.74,0.66
36,admin.,married,5,-999,1,0,1,8,4,1,999,0,-999,1.4,93.444,-36.1,4.963,5228.1,0.0550096848829753,Andrew Hogan,189318,1591.56,0.3,477.47,L001,andrew.hogan@yahoo.com,German,18.0,001-716-860-5900x859,0.77,0.75,0.63
45,technician,married,3,0,1,0,0,5,5,9,999,0,-999,1.1,93.994,-36.4,4.857,5191.0,0.0289628326126762,Pamela Weeks,156240,3463.63,1.3693510578395074,4742.93,L002,pamela.weeks@yahoo.com,German,25.0,847-920-5811x4186,0.61,0.66,0.3
35,admin.,single,5,0,1,1,1,8,4,1,999,0,-999,-2.9,92.201,-31.4,0.883,5076.2,0.319731077520747,David Newman,65278,4674.2,1.0077932418014104,4710.63,L002,david.newman@gmail.com,English,17.0,5726234133,0.66,0.53,0.23
38,blue-collar,single,2,0,0,1,1,5,3,2,999,1,0,-1.8,92.893,-46.2,1.281,5099.1,0.0750360936872218,Edward Hunter,129901,3897.32,0.6279058941407244,2447.15,L001,edward.hunter@hotmail.com,German,20.0,+1-849-439-8015,0.79,0.69,0.76
86,retired,married,1,0,1,0,1,9,2,3,999,0,-999,-1.1,94.199,-37.5,0.881,4963.6,0.5461993842234704,Raymond Rivera,112216,2398.72,0.3,719.62,CC003,raymond.rivera@hotmail.com,English,45.0,+1-203-537-6467,0.74,0.48,0.72
37,unemployed,married,5,-999,-999,-999,0,5,3,2,999,0,-999,1.1,93.994,-36.4,4.857,5191.0,0.0355652033428723,Lisa Rios,178637,1158.02,0.9677843455652396,1120.71,L001,lisa.rios@hotmail.com,English,19.0,001-686-341-0301x067,0.69,0.69,0.47
32,admin.,single,5,0,1,1,1,8,3,2,999,0,-999,1.4,93.444,-36.1,4.964,5228.1,0.0618427416758162,Richard Holland,189523,4923.74,0.3527063406936884,1736.63,CC003,richard.holland@yahoo.com,German,14.0,594.385.0626x493,0.73,0.49,0.68
38,self-employed,married,4,0,1,0,1,4,4,2,999,0,-999,-1.8,93.075,-47.1,1.365,5099.1,0.3278663608263882,Daniel Riggs,151478,571.98,1.0814538653224677,618.57,CC003,daniel.riggs@yahoo.com,German,19.0,3877836283,0.81,0.43,0.7
44,admin.,married,5,-999,0,0,1,11,5,1,999,0,-999,-0.1,93.2,-42.0,4.021,5195.8,0.0626405218783302,Jerry Smith,52113,3778.55,0.4074743433260468,1539.66,CC003,jerry.smith@yahoo.com,German,23.0,(880)225-9854,0.63,0.61,0.29
43,management,married,4,0,0,0,1,11,2,1,999,0,-999,-0.1,93.2,-42.0,4.153,5195.8,0.0626377601870648,Eric Sanders,148179,753.85,0.592902903219904,446.96,CC003,eric.sanders@hotmail.com,English,22.0,610-871-2415,0.67,0.66,0.67
50,management,married,4,0,1,0,1,11,5,1,999,1,0,-0.1,93.2,-42.0,4.021,5195.8,0.0500573171567372,Kathleen Whitaker,35220,1297.67,0.9712256146168792,1260.33,CC003,kathleen.whitaker@hotmail.com,German,26.0,001-616-986-0828x500,0.86,0.75,0.38
25,admin.,single,3,0,1,0,0,6,4,7,999,0,-999,1.4,94.465,-41.8,4.958,5228.1,0.0431017401747037,Julie Gillespie,197548,1765.92,1.0288913527115098,1816.94,CC003,julie.gillespie@gmail.com,German,7.0,+1-992-654-5800x0736,0.96,0.67,0.78
54,services,married,3,0,1,0,1,8,5,2,999,0,-999,1.4,93.444,-36.1,4.963,5228.1,0.0537110675102765,James Gibson,79028,4754.16,0.3655626063688085,1737.94,CC003,james.gibson@yahoo.com,German,31.0,600.710.7650x2036,0.81,0.78,0.5
40,admin.,married,5,0,1,0,0,6,5,3,999,0,-999,1.4,94.465,-41.8,4.967,5228.1,0.0420756441964611,Caitlin Fitzgerald,170556,4655.85,0.5487554787571511,2554.92,L001,caitlin.fitzgerald@hotmail.com,German,20.0,525.455.4157,0.64,0.59,0.85
48,services,married,2,0,0,0,1,7,3,6,999,0,-999,1.4,93.918,-42.7,4.963,5228.1,0.0560814989236673,Michael Macias,155004,2532.72,0.3,759.82,L002,michael.macias@hotmail.com,German,24.0,650.252.1771,0.94,0.47,0.51
56,admin.,married,5,0,0,0,0,6,3,1,999,0,-999,1.4,94.465,-41.8,4.864,5228.1,0.0421957108746239,Jennifer Gutierrez,57237,3055.26,0.3186146204889155,973.45,L002,jennifer.gutierrez@hotmail.com,German,30.0,838.700.6283,0.93,0.46,0.49
39,blue-collar,married,1,-999,0,0,0,5,4,1,999,0,-999,1.1,93.994,-36.4,4.86,5191.0,0.0319121888827044,Teresa Mora,140239,2540.74,0.3348871808700948,850.86,L002,teresa.mora@hotmail.com,German,20.0,6807063408,0.78,0.74,0.32
50,blue-collar,married,2,0,0,0,1,8,3,1,999,0,-999,1.4,93.444,-36.1,4.964,5228.1,0.0503991978047078,Michael Rodriguez,172763,2279.61,0.3564513318405539,812.57,CC003,michael.rodriguez@hotmail.com,German,27.0,6077957243,0.57,0.47,0.52
38,admin.,single,3,0,1,0,1,4,5,1,999,2,0,-1.8,93.075,-47.1,1.405,5099.1,0.1506573756450756,Heather Matthews,47115,2293.74,1.0385165935504148,2382.09,L002,heather.matthews@gmail.com,German,20.0,+1-471-274-1741x02576,0.85,0.52,0.51
55,admin.,single,5,-999,0,1,1,11,5,1,999,0,-999,-0.1,93.2,-42.0,4.021,5195.8,0.0684466931764287,Kathleen Mitchell,154204,2930.4,0.3,879.12,L001,kathleen.mitchell@yahoo.com,English,32.0,327-601-8586x61208,0.78,0.67,0.43
33,admin.,married,5,0,0,1,1,8,4,1,999,0,-999,1.4,93.444,-36.1,4.968,5228.1,0.056721712558817,Nathan Anderson,66399,4390.35,1.4714649037541585,6460.25,CC003,nathan.anderson@gmail.com,German,15.0,(764)517-1209,0.54,0.64,0.46
35,admin.,married,4,0,1,0,1,5,1,2,3,1,1,-1.8,92.893,-46.2,1.354,5099.1,0.4514633272190839,Phillip Miller,96437,1216.08,0.8594824645846085,1045.2,L001,phillip.miller@yahoo.com,German,17.0,204-339-0363,0.59,0.68,0.21
30,technician,married,3,0,1,0,0,6,4,1,999,0,-999,1.4,94.465,-41.8,4.958,5228.1,0.0441471828745005,Scott Jackson,66855,718.29,0.3,215.49,CC003,scott.jackson@hotmail.com,German,12.0,001-949-781-0165x587,0.71,0.45,0.23
33,technician,divorced,4,0,1,0,0,5,1,3,999,0,-999,1.1,93.994,-36.4,4.857,5191.0,0.0313088737361153,Stephanie Harvey,170107,1014.38,0.4790283762632553,485.92,CC003,stephanie.harvey@hotmail.com,English,15.0,001-950-944-3040x7566,0.82,0.53,0.62
61,admin.,married,3,0,0,0,0,11,3,4,999,0,-999,-1.1,94.767,-50.8,1.044,4963.6,0.2684116667896787,Benjamin Watts,82044,3628.16,0.6959441979305776,2525.0,L002,benjamin.watts@hotmail.com,German,33.0,001-960-928-4051x81815,0.74,0.56,0.51
44,technician,married,1,-999,1,0,0,6,1,2,999,0,-999,1.4,94.465,-41.8,4.961,5228.1,0.0382518619300625,Michelle Gonzalez,37005,4259.27,0.3,1277.78,L001,michelle.gonzalez@gmail.com,English,22.0,(591)531-9292,0.57,0.42,0.44
31,admin.,married,3,0,0,0,0,5,3,2,999,0,-999,1.1,93.994,-36.4,4.858,5191.0,0.0388428320001195,Christopher Lopez,115446,2750.21,1.1333478650323072,3116.94,L002,christopher.lopez@hotmail.com,English,13.0,8774967852,0.7,0.8,0.62
46,admin.,married,1,0,0,0,1,4,4,1,999,0,-999,-1.8,93.075,-47.1,1.365,5099.1,0.3172046227863222,Joshua Taylor,11611,4554.48,0.6475256095682329,2949.14,CC003,joshua.taylor@hotmail.com,German,25.0,001-868-774-5253x1471,0.59,0.65,0.32
32,admin.,married,5,-999,0,1,0,5,4,1,999,0,-999,1.1,93.994,-36.4,4.855,5191.0,0.0346635113838691,Randy Lopez,24946,2131.28,1.3571652053948446,2892.5,L002,randy.lopez@hotmail.com,German,14.0,969-969-5718x11156,0.76,0.44,0.55
34,student,single,4,0,1,0,0,10,5,1,999,0,-999,-1.1,94.601,-49.5,0.993,4963.6,0.2116175745309661,Shelly Castillo,177213,644.93,0.5881559724173859,379.32,L002,shelly.castillo@yahoo.com,English,16.0,690.820.9903x9827,0.78,0.7,0.57
34,management,married,5,-999,1,0,1,5,4,1,999,0,-999,-1.8,92.893,-46.2,1.327,5099.1,0.0900255113625079,Bob Andrews,137188,2647.05,0.7035862453650293,1862.43,CC003,bob.andrews@gmail.com,English,16.0,421-864-6532,0.77,0.58,0.59
25,admin.,married,-999,0,0,0,1,11,4,1,999,1,0,-3.4,92.649,-30.1,0.714,5017.5,0.3627952279668304,Bob Snyder,98726,1887.67,1.1196877450495084,2113.6,CC003,bob.snyder@yahoo.com,German,7.0,+1-418-317-3583x654,0.84,0.58,0.37
58,housemaid,married,1,0,1,0,1,7,3,3,999,0,-999,1.4,93.918,-42.7,4.963,5228.1,0.0608987253713358,Ann Brown,120718,3972.71,1.1442573148198327,4545.8,CC003,ann.brown@hotmail.com,English,37.0,001-373-591-4118,0.82,0.56,0.45
35,management,divorced,5,0,0,0,1,8,1,7,999,0,-999,1.4,93.444,-36.1,4.965,5228.1,0.0457226414075492,Katelyn Harris,134987,4253.45,1.1950484475974403,5083.08,L001,katelyn.harris@gmail.com,English,17.0,001-556-744-1214x193,0.65,0.58,0.38
43,unemployed,married,3,0,1,0,0,5,4,1,999,0,-999,1.1,93.994,-36.4,4.86,5191.0,0.0374498571090519,Samantha Lee,70326,2311.8,0.9534268343692844,2204.13,L002,samantha.lee@gmail.com,German,25.0,001-918-755-8086x001,0.99,0.58,0.26
31,technician,single,2,0,1,0,1,5,4,1,11,1,1,-1.8,92.893,-46.2,1.266,5099.1,0.3320136864705883,Elizabeth Smith,107595,3186.47,1.1551693261217937,3680.91,CC003,elizabeth.smith@hotmail.com,German,13.0,(564)393-7675,0.66,0.65,0.29
25,services,single,3,0,1,0,0,5,1,1,999,0,-999,1.1,93.994,-36.4,4.857,5191.0,0.0355201554514087,Dana Green,65213,1680.49,0.744067979980845,1250.4,CC003,dana.green@yahoo.com,German,7.0,797-953-1241,0.79,0.8,0.71
28,technician,married,4,0,0,0,0,7,4,1,999,0,-999,1.4,93.918,-42.7,4.968,5228.1,0.0442983915770826,Stephanie Pratt,142127,815.41,0.8040420927339826,655.62,CC003,stephanie.pratt@yahoo.com,English,10.0,(970)643-7179x48839,0.68,0.63,0.5
51,technician,married,5,-999,1,1,1,7,3,1,999,0,-999,1.4,93.918,-42.7,4.962,5228.1,0.0627564811464626,Jill Walker,105242,3269.62,0.9319622515769844,3047.16,CC003,jill.walker@gmail.com,German,31.0,660-201-2644x658,0.73,0.43,0.23
36,admin.,married,5,-999,1,0,1,8,4,1,999,0,-999,1.4,93.444,-36.1,4.968,5228.1,0.0550096848829753,Anthony Bowen,199042,1349.69,0.737244987541004,995.05,L002,anthony.bowen@gmail.com,English,18.0,4676453780,0.62,0.67,0.39
53,services,married,3,0,1,1,0,5,1,3,999,0,-999,1.1,93.994,-36.4,4.857,5191.0,0.0315101300210818,Carlos Reeves,138160,1717.02,0.7106999805835549,1220.29,CC003,carlos.reeves@gmail.com,English,29.0,787-804-6420x8489,0.66,0.52,0.81
47,blue-collar,married,1,0,1,0,0,6,4,1,999,0,-999,1.4,94.465,-41.8,4.961,5228.1,0.0372565843534744,Mark Marshall,184713,1369.05,0.6080379704984672,832.43,L001,mark.marshall@hotmail.com,English,24.0,396-453-3886x22567,0.83,0.55,0.71
33,services,single,3,0,1,0,1,8,1,2,999,1,0,-1.7,94.027,-38.3,0.898,4991.6,0.3328937394099396,William Carter,103086,1567.88,0.5805852358743664,910.29,L002,william.carter@hotmail.com,German,15.0,+1-782-526-2495x913,0.51,0.74,0.72
34,technician,married,4,-999,1,0,0,5,3,2,999,0,-999,1.1,93.994,-36.4,4.856,5191.0,0.0344021101372096,Linda Underwood,69147,1316.63,1.03081922347632,1357.21,L001,linda.underwood@yahoo.com,English,16.0,373-880-0419x322,0.59,0.52,0.32
28,admin.,divorced,5,0,1,0,1,5,4,1,999,0,-999,-1.8,92.893,-46.2,1.327,5099.1,0.1024226590970443,Charles Chan,199903,2624.84,0.3,787.45,L001,charles.chan@yahoo.com,German,10.0,446-794-6605x997,0.61,0.64,0.26
33,technician,married,4,0,0,0,1,7,3,4,999,0,-999,1.4,93.918,-42.7,4.963,5228.1,0.0630814493031145,Cassidy Johnson,4511,3615.28,0.3451513457337949,1247.82,L002,cassidy.johnson@gmail.com,German,15.0,505.434.0350x929,0.91,0.56,0.54
24,blue-collar,single,2,0,1,0,1,5,3,2,999,0,-999,-1.8,92.893,-46.2,1.281,5099.1,0.1024251366300189,Dennis Rodriguez,167202,2278.47,0.8954914221685033,2040.35,CC003,dennis.rodriguez@hotmail.com,German,6.0,(890)441-3503x81484,0.83,0.8,0.72
44,admin.,divorced,3,0,1,1,1,7,4,11,999,0,-999,1.4,93.918,-42.7,4.968,5228.1,0.0529035543903526,Michael Ali,92480,4269.4,0.5316144786474926,2269.67,L001,michael.ali@hotmail.com,English,23.0,001-899-720-0290x74650,0.58,0.76,0.43
55,blue-collar,married,1,-999,-999,-999,1,7,4,1,999,0,-999,1.4,93.918,-42.7,4.962,5228.1,0.055562305186821,Sandra Turner,173539,3298.32,1.5452294627840877,5096.66,L002,sandra.turner@hotmail.com,English,30.0,(763)441-4421,0.68,0.63,0.46
36,admin.,married,5,-999,1,0,1,7,2,3,999,0,-999,1.4,93.918,-42.7,4.961,5228.1,0.0630066398448166,Heather Rodriguez,84260,4860.7,0.3852673721371031,1872.67,CC003,heather.rodriguez@hotmail.com,German,18.0,(600)651-1246,0.87,0.53,0.46
33,entrepreneur,married,5,0,1,0,0,10,2,1,999,0,-999,-0.1,93.798,-40.4,4.86,5195.8,0.2836765273569634,Kristen Burke,114125,2320.91,0.8835628431818456,2050.67,L002,kristen.burke@yahoo.com,German,15.0,+1-832-608-7032,0.74,0.7,0.81
53,blue-collar,divorced,1,0,1,0,0,5,5,6,999,1,0,-1.8,92.893,-46.2,1.25,5099.1,0.0417612630002791,Martin Ford,171875,4421.34,0.8127598731873539,3593.49,L002,martin.ford@hotmail.com,German,27.0,(537)953-2888x31297,0.87,0.47,0.57
38,management,divorced,3,0,1,0,0,11,4,3,999,0,-999,-0.1,93.2,-42.0,4.076,5195.8,0.0440743562186359,Corey Snyder,66497,737.59,0.4359815745538422,321.58,L001,corey.snyder@gmail.com,English,20.0,001-492-433-1251x660,0.86,0.75,0.64
38,admin.,single,2,0,0,0,0,6,5,1,999,0,-999,1.4,94.465,-41.8,4.959,5228.1,0.0462977732573016,Elizabeth Pena,100984,1095.46,0.7516641349230913,823.42,CC003,elizabeth.pena@yahoo.com,English,20.0,(687)752-3539,0.5,0.43,0.44
36,blue-collar,married,1,0,0,0,1,5,4,1,999,0,-999,-1.8,92.893,-46.2,1.327,5099.1,0.0730119959556232,Jennifer Rodriguez,196552,1750.77,0.8625834603859851,1510.19,L002,jennifer.rodriguez@gmail.com,English,18.0,001-740-871-4836x2230,0.67,0.68,0.68
45,admin.,married,2,-999,0,0,0,6,1,4,999,0,-999,1.4,94.465,-41.8,4.96,5228.1,0.0374697796783912,Molly Clark,175572,4313.34,1.045159588404898,4508.13,L001,molly.clark@hotmail.com,German,23.0,001-668-614-8886x285,0.57,0.48,0.36
51,admin.,single,5,0,0,0,0,7,5,5,999,0,-999,1.4,93.918,-42.7,4.962,5228.1,0.0421145092779521,Ryan Young,91402,1600.39,1.136023855179684,1818.08,CC003,ryan.young@gmail.com,German,33.0,9716491079,0.56,0.74,0.7
42,services,married,5,0,1,0,1,4,1,1,999,0,-999,-1.8,93.075,-47.1,1.405,5099.1,0.1229544462595036,Steven Delacruz,177807,969.51,1.0661715042741848,1033.66,L001,steven.delacruz@yahoo.com,German,21.0,662.888.4454x1157,0.86,0.59,0.8
54,management,married,5,0,1,0,1,4,4,1,999,0,-999,-1.8,93.075,-47.1,1.365,5099.1,0.2896734383363943,Taylor Lewis,91726,4934.54,0.5410700997085884,2669.93,L001,taylor.lewis@yahoo.com,German,32.0,+1-766-738-7586x5167,0.54,0.78,0.78
36,admin.,married,3,-999,1,1,1,5,1,4,999,0,-999,-1.8,92.893,-46.2,1.244,5099.1,0.1023898414959299,Alan Tapia,30291,3337.59,0.4096870802943405,1367.37,L002,alan.tapia@yahoo.com,English,18.0,+1-304-424-2926x479,0.99,0.64,0.72
41,admin.,divorced,3,0,1,0,0,5,1,6,999,0,-999,-1.8,92.893,-46.2,1.244,5099.1,0.0581756613900153,Morgan Tucker,7365,4091.38,1.0430379694759853,4267.46,L002,morgan.tucker@gmail.com,German,23.0,(201)561-4113,0.55,0.44,0.63
48,admin.,married,3,-999,1,0,1,7,4,2,999,0,-999,1.4,93.918,-42.7,4.958,5228.1,0.0627447690553116,William James,38883,3569.95,0.3629447513804766,1295.69,L001,william.james@hotmail.com,German,30.0,885.418.7219x49830,0.98,0.73,0.5
31,admin.,single,5,0,0,0,0,5,3,2,999,0,-999,1.1,93.994,-36.4,4.859,5191.0,0.0431100075536678,Donald Stone,36795,1191.58,0.9672170293098132,1152.52,L002,donald.stone@hotmail.com,German,13.0,6714529412,0.86,0.7,0.53
31,admin.,single,3,0,0,0,1,11,5,1,999,0,-999,-0.1,93.2,-42.0,4.021,5195.8,0.074682698542208,Shannon Mitchell,120389,1506.18,0.8279898476932347,1247.1,CC003,shannon.mitchell@gmail.com,German,13.0,+1-289-876-2036x91751,0.56,0.59,0.4
26,admin.,single,3,0,1,0,1,4,1,1,999,0,-999,-1.8,93.075,-47.1,1.405,5099.1,0.2086909981158682,Emily Sanchez,8966,4190.3,0.3,1257.09,L002,emily.sanchez@gmail.com,German,8.0,+1-906-376-0780x035,0.71,0.47,0.71
37,retired,divorced,2,-999,0,0,0,11,2,1,999,1,0,-0.1,93.2,-42.0,4.153,5195.8,0.0466277268302364,Pamela Perez,85435,4771.27,0.8636421240427459,4120.67,L002,pamela.perez@gmail.com,German,19.0,9646202039,0.52,0.77,0.74
49,services,married,3,0,1,0,0,5,3,1,999,0,-999,1.1,93.994,-36.4,4.859,5191.0,0.0351128586623526,Anthony Jones,37402,604.49,0.7983409726821897,482.59,L001,anthony.jones@yahoo.com,English,27.0,+1-603-744-8738x238,0.85,0.73,0.53
36,services,married,3,-999,0,0,0,6,1,2,999,0,-999,1.4,94.465,-41.8,4.865,5228.1,0.0363514153443196,Luis Gordon,65853,514.07,0.8993723897313003,462.34,CC003,luis.gordon@hotmail.com,English,18.0,207-957-1767x1758,0.83,0.67,0.76
36,blue-collar,married,1,0,1,0,1,11,3,6,999,0,-999,-0.1,93.2,-42.0,4.12,5195.8,0.0504044087812024,Michael Shepherd,9578,1197.57,0.3,359.27,CC003,michael.shepherd@gmail.com,English,18.0,001-312-395-5531x6654,0.92,0.65,0.6
41,technician,married,4,0,0,0,0,5,2,2,999,0,-999,1.1,93.994,-36.4,4.857,5191.0,0.0353784839382143,John Reyes,34654,3848.94,0.927109072860948,3568.39,L001,john.reyes@hotmail.com,English,23.0,+1-895-907-6780,0.77,0.66,0.46
37,services,married,3,0,1,0,0,5,2,1,999,0,-999,1.1,93.994,-36.4,4.856,5191.0,0.0337087377145727,Amy Miller,124757,3778.62,1.1728381686307503,4431.71,CC003,amy.miller@gmail.com,German,19.0,+1-402-251-2283x52416,0.54,0.63,0.43
47,management,divorced,5,0,0,0,0,6,4,1,999,0,-999,1.4,94.465,-41.8,4.961,5228.1,0.0401061270233006,Richard Alvarez,28942,1614.67,0.3,484.4,L002,richard.alvarez@hotmail.com,German,24.0,915-954-3805,0.83,0.78,0.48
41,admin.,married,5,-999,1,0,1,11,2,1,999,0,-999,-0.1,93.2,-42.0,4.153,5195.8,0.0620404359554683,Kevin Lewis,30127,3571.63,0.7268594213302992,2596.07,L001,kevin.lewis@hotmail.com,German,22.0,266-989-3672x05369,0.57,0.74,0.88
44,admin.,divorced,5,-999,1,1,1,8,4,1,999,0,-999,1.4,93.444,-36.1,4.963,5228.1,0.0553624920888084,Kimberly Perez,61092,668.23,0.4215597067686666,281.7,L002,kimberly.perez@hotmail.com,German,23.0,4709567924,0.95,0.53,0.38
26,services,single,1,0,0,0,1,7,2,2,999,0,-999,1.4,93.918,-42.7,4.961,5228.1,0.0695831755934631,Morgan Walters,136211,1222.47,1.2308688645384294,1504.7,CC003,morgan.walters@gmail.com,German,8.0,777.460.3316x733,0.95,0.67,0.33
39,self-employed,married,3,0,1,0,1,5,1,6,999,0,-999,-1.8,92.893,-46.2,1.244,5099.1,0.092347828710242,Kristine Smith,124832,3307.43,0.6542825024564947,2163.99,L001,kristine.smith@hotmail.com,German,21.0,5112686297,0.77,0.57,0.43
42,blue-collar,married,2,-999,0,0,0,6,4,5,999,0,-999,1.4,94.465,-41.8,4.955,5228.1,0.0326685164260238,Jason Schaefer,142972,4508.97,0.6557324878742377,2956.68,L002,jason.schaefer@yahoo.com,German,21.0,(366)612-0093x331,0.79,0.72,0.82
36,technician,married,-999,0,1,0,0,5,2,2,999,0,-999,1.1,93.994,-36.4,4.856,5191.0,0.0354139387170321,Jennifer Sandoval,7244,1916.84,0.8485511009376833,1626.54,CC003,jennifer.sandoval@yahoo.com,German,18.0,+1-733-946-8813x966,0.76,0.6,0.57
31,unemployed,single,5,0,0,0,1,8,2,2,999,0,-999,1.4,93.444,-36.1,4.966,5228.1,0.0652058012567389,Natasha Barnes,186309,1807.36,0.3,542.21,CC003,natasha.barnes@hotmail.com,German,13.0,515.896.2522,0.97,0.75,0.79
36,blue-collar,married,2,-999,1,0,1,11,1,3,999,0,-999,-0.1,93.2,-42.0,4.191,5195.8,0.0505896409322236,Kimberly Bush,19313,2596.35,0.4231254394575136,1098.58,CC003,kimberly.bush@hotmail.com,German,18.0,(749)577-9254,0.95,0.8,0.69
31,technician,single,5,0,1,0,1,8,4,5,999,0,-999,1.4,93.444,-36.1,4.962,5228.1,0.0545455510909022,Stephen Evans,88193,1831.18,0.3,549.35,CC003,stephen.evans@yahoo.com,English,13.0,+1-223-504-6866,0.68,0.54,0.25
35,services,married,3,0,0,0,1,4,1,2,999,0,-999,-1.8,93.075,-47.1,1.405,5099.1,0.1211761796963548,Jonathan Martin,120351,4514.25,1.919584592045704,8665.48,L002,jonathan.martin@yahoo.com,German,17.0,001-993-403-1174x3409,0.59,0.71,0.33
35,retired,married,4,0,0,0,0,5,3,1,999,0,-999,1.1,93.994,-36.4,4.858,5191.0,0.0560636096227888,Mark Mcmahon,81713,3576.02,0.4383434681163764,1567.53,CC003,mark.mcmahon@gmail.com,German,17.0,001-618-478-4472,0.79,0.47,0.26
33,services,married,4,0,1,0,1,5,2,1,999,0,-999,-1.8,92.893,-46.2,1.344,5099.1,0.0904925835655348,Holly Bryant,196127,3346.63,1.1913251614695564,3986.92,CC003,holly.bryant@hotmail.com,German,15.0,(209)681-6004,0.6,0.73,0.72
31,admin.,single,5,0,0,1,1,5,4,3,999,0,-999,-1.8,92.893,-46.2,1.266,5099.1,0.1321667631071871,Michael Herrera,146786,947.16,0.3,284.15,L002,michael.herrera@yahoo.com,German,13.0,2343625094,0.54,0.6,0.72
27,technician,married,5,0,1,1,0,6,3,10,999,0,-999,1.4,94.465,-41.8,4.962,5228.1,0.0362082608664692,Robert Ramirez,197738,1376.48,0.3,412.94,CC003,robert.ramirez@yahoo.com,German,9.0,898-286-4973,0.73,0.46,0.33
34,admin.,married,5,0,1,0,0,6,1,14,999,0,-999,1.4,94.465,-41.8,4.96,5228.1,0.0288928890274084,Melinda Henry,136678,1618.55,0.8075819017232793,1307.11,L001,melinda.henry@gmail.com,English,16.0,(878)402-8485,0.84,0.59,0.82
39,blue-collar,married,2,-999,0,0,1,7,2,1,999,0,-999,1.4,93.918,-42.7,4.961,5228.1,0.0556242055711355,Jose Wilson,142044,636.22,1.2575486866977048,800.08,CC003,jose.wilson@gmail.com,German,21.0,652-405-8461x7918,0.59,0.75,0.53
